Age,Job,Saving accounts,Checking account,Credit amount,Duration,Housing_own,Housing_rent,composite_score,target,Sex_male,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Credit_Duration_Ratio,Credit_Age_Ratio,Has_Saving_Account
0.8571428571428572,2,-1,0,0.0505667436997909,0.0294117647058823,True,False,2.211891722684452,0,True,False,False,False,False,True,False,False,1.719269285792891,0.0589945343164227,0
0.0535714285714286,2,0,1,0.3136898866512601,0.6470588235294117,True,False,2.955603419974791,1,False,False,False,False,False,True,False,False,0.484793461188311,5.8555445508235175,1
0.5357142857142858,1,0,-1,0.1015736766809728,0.1176470588235294,True,False,0.6560963441170461,0,True,False,False,True,False,False,False,False,0.863376251788269,0.1896041964711492,1
0.4642857142857142,2,0,0,0.4199405744470122,0.5588235294117647,False,False,0.786169271274043,0,True,False,False,False,True,False,False,False,0.7514726069051797,0.9044873911166418,1
0.6071428571428572,2,0,0,0.2542093100033014,0.2941176470588235,False,False,1.6575477665480192,0,True,True,False,False,False,False,False,False,0.864311654011225,0.4186976870642611,1
0.2857142857142857,1,-1,-1,0.4844833278309673,0.4705882352941176,False,False,-3.3891347228888256,0,True,False,False,True,False,False,False,False,1.0295270716408056,1.6956916474083854,0
0.6071428571428572,2,2,-1,0.1422361615494662,0.2941176470588235,True,False,4.3814940634556905,1,True,False,False,False,True,False,False,False,0.4836029492681854,0.2342713249050032,1
0.2857142857142857,3,0,1,0.3685484758446132,0.4705882352941176,False,True,3.8427349810838822,1,True,True,False,False,False,False,False,False,0.783165511169803,1.289919665456146,1
0.75,1,3,-1,0.1545614614284142,0.1176470588235294,True,False,5.264406488907877,1,True,False,False,False,False,True,False,False,1.3137724221415212,0.2060819485712189,1
0.1607142857142857,3,0,1,0.2742379223065918,0.3823529411764705,True,False,4.538709029336396,1,True,True,False,False,False,False,False,False,0.7172376429557018,1.7063692943521265,1
0.1071428571428571,2,0,1,0.0574997248816991,0.1176470588235294,False,True,3.815672819144165,1,False,True,False,False,False,False,False,False,0.4887476614944427,0.5366640988958585,1
0.0892857142857143,2,0,0,0.2232860129855838,0.6470588235294117,False,True,1.1721254530204293,0,False,False,False,False,False,False,False,False,0.3450783837049932,2.500803345438538,1
0.0535714285714286,2,0,1,0.072466160448993,0.1176470588235294,True,False,4.232168519438149,1,False,False,False,False,False,True,False,False,0.6159623638164411,1.3527016617145364,1
0.7321428571428572,1,0,0,0.0522174535050071,0.2941176470588235,True,False,2.186531479544608,0,True,True,False,False,False,False,False,False,0.1775393419170243,0.071321399909278,1
0.1607142857142857,2,0,0,0.0634422801804776,0.1617647058823529,False,True,2.2911826665298007,0,False,True,False,False,False,False,False,False,0.3921886411156798,0.3947519655674161,1
0.2321428571428571,1,1,0,0.0567844172994387,0.2941176470588235,True,False,3.1773975519557447,1,False,False,False,False,False,True,False,False,0.1930670188180918,0.2446097975975823,1
0.6071428571428572,2,-1,-1,0.1196214372180037,0.2941176470588235,True,False,-0.0732764878813854,0,True,False,False,False,False,True,False,False,0.4067128865412128,0.1970235436531826,0
0.1071428571428571,2,-1,0,0.4303950698800484,0.3823529411764705,True,False,0.1728233056180544,0,True,False,False,False,False,False,False,False,1.1256486443016651,4.017020652213785,0
0.4464285714285714,3,0,1,0.6783867062837019,0.2941176470588235,False,False,3.1484786882729323,1,False,True,False,False,False,False,False,False,2.306514801364586,1.519586222075492,1
0.2142857142857142,2,2,-1,0.1749752393529217,0.2941176470588235,True,False,3.923158764991636,1,True,False,False,False,False,True,False,False,0.5949158137999342,0.8165511169803018,1
0.5178571428571428,2,0,-1,0.10366457576758,0.0735294117647058,True,False,1.7002338736749238,0,True,True,False,False,False,False,False,False,1.4098382304390888,0.2001798704477408,1
0.4464285714285714,2,2,0,0.1318917134367778,0.0294117647058823,False,True,5.6385274974961925,1,True,False,False,False,False,True,False,False,4.484318256850448,0.2954374380983823,1
0.5178571428571428,1,0,0,0.1095521074061846,0.088235294117647,False,True,1.6663999868683028,0,True,True,False,False,False,False,False,False,1.241590550603426,0.2115488970602186,1
0.4464285714285714,2,1,1,0.0855067679102013,0.1176470588235294,True,False,6.098944447372874,1,True,True,False,False,False,False,False,False,0.7268075272367118,0.191535160118851,1
0.125,2,-1,-1,0.1000880378562781,0.088235294117647,True,False,-0.2075290168890269,0,True,False,False,False,True,False,False,False,1.134331095704486,0.8007043028502255,0
0.3035714285714285,1,0,0,0.0618465940354352,0.0294117647058823,True,False,2.1357605934417343,0,True,False,False,False,True,False,False,False,2.1027841972047985,0.2037299568226102,1
0.3571428571428571,1,0,-1,0.0096841641906019,0.0294117647058823,True,False,0.7936568817028298,0,True,False,False,False,False,True,False,False,0.3292615824804667,0.0271156597336854,1
0.4107142857142857,2,3,2,0.008748761967646,0.1176470588235294,False,True,10.2167461735437,1,False,False,False,False,False,True,False,False,0.0743644767249917,0.0213013334864426,1
0.2678571428571428,2,0,1,0.1191262242764388,0.0441176470588235,True,False,4.46342822371603,1,True,False,False,False,False,True,False,False,2.7001944169326144,0.4447379039653718,1
0.7857142857142858,2,0,0,0.3623858259051392,0.8235294117647058,True,False,1.8256485162569485,0,True,False,False,False,False,False,False,False,0.4400399314562405,0.4612183238792681,1
0.3035714285714285,2,3,1,0.0915043468691537,0.2058823529411764,True,False,8.811739205421357,1,True,False,False,False,False,False,False,False,0.4444496847930324,0.3014260838042711,1
0.1428571428571428,2,0,0,0.2074391988555078,0.2941176470588235,True,False,2.286802274557892,0,True,False,False,False,True,False,False,False,0.7052932761087269,1.4520743919885553,1
0.1964285714285714,2,1,1,0.3090128755364807,0.2058823529411764,True,False,5.269579290943845,1,True,True,False,False,False,False,False,False,1.500919681177192,1.573156457276629,1
0.6785714285714286,1,-1,-1,0.055793991416309,0.1176470588235294,False,True,-1.1094871424964836,0,True,False,False,False,False,False,False,False,0.4742489270386267,0.0822227241924553,0
0.25,3,0,2,0.0673489600528227,0.1176470588235294,True,False,6.9388314916590605,1,False,False,False,False,True,False,False,False,0.5724661604489931,0.2693958402112908,1
0.1071428571428571,1,0,1,0.2473863761417409,0.6029411764705882,True,False,2.207958340153493,0,True,False,False,False,False,True,False,False,0.4102993555521558,2.308939510656249,1
0.2142857142857142,2,0,-1,0.3224386486189061,0.6470588235294117,False,False,-0.9011798182462154,0,True,False,False,True,False,False,False,False,0.4983142751383095,1.5047136935548957,1
0.3214285714285714,2,0,2,0.1017937713216683,0.2058823529411764,True,False,5.809017499373471,1,True,False,False,False,False,True,False,False,0.4944268892766747,0.3166917330007459,1
0.3214285714285714,2,0,2,0.0536480686695279,0.088235294117647,True,False,6.081779492913045,1,True,False,True,False,False,False,False,False,0.6080114449213161,0.1669051025274201,1
0.0892857142857143,2,0,1,0.0114449213161659,0.0735294117647058,True,False,4.456101754006324,1,True,False,False,False,False,True,False,False,0.1556509298998569,0.1281831187410586,1
0.1964285714285714,3,2,-1,0.1146142841421811,0.3823529411764705,True,False,4.893670591379503,1,True,False,False,False,False,True,False,False,0.2997604354487814,0.5834909010874675,1
0.125,2,2,1,0.0499614834378782,0.1176470588235294,True,False,7.348606444888949,1,True,False,False,False,False,True,False,False,0.4246726092219655,0.3996918675030263,1
0.4464285714285714,1,0,1,0.3276108726752503,0.2058823529411764,True,False,2.982383296666306,1,True,False,False,False,False,False,True,False,1.5912528101369303,0.7338483547925607,1
0.0892857142857143,2,1,0,0.3266754704522945,0.3823529411764705,False,True,2.86240536161642,1,True,True,False,False,False,False,False,False,0.8543819996444626,3.658765269065698,1
0.6964285714285714,1,0,0,0.324254429404644,0.6470588235294117,False,False,0.0773314773251658,0,False,True,False,False,False,False,False,False,0.5011204818071772,0.4655961037605144,1
0.2857142857142857,3,0,-1,0.0628920435787388,0.1029411764705882,True,False,2.5055184338509253,1,False,True,False,False,False,False,False,False,0.6109512804791775,0.2201221525255859,1
0.3571428571428571,2,2,-1,0.1127434796962694,0.4705882352941176,True,False,3.925773544809142,1,True,False,False,False,False,True,False,False,0.2395798943545724,0.3156817431495543,1
0.0714285714285714,0,2,0,0.0606360735116099,0.0294117647058823,False,True,3.406038777346528,1,False,True,False,False,False,False,False,False,2.06162649939474,0.8489050291625395,1
0.3571428571428571,1,0,-1,0.3839551006932981,0.1029411764705882,True,False,-0.0651791089496214,0,True,True,False,False,False,False,False,False,3.729849549592039,1.0750742819412349,1
0.1607142857142857,2,1,-1,0.1003081324969736,0.1176470588235294,True,False,2.7836274324850443,1,False,False,False,False,False,True,False,False,0.8526191262242765,0.6241394910922806,1
0.1785714285714285,1,-1,1,0.1146142841421811,0.2941176470588235,True,False,1.508166389698831,0,True,False,False,False,True,False,False,False,0.3896885660834159,0.6418399911962144,0
